"country","countryiso3","latest.year_estimate_control_of_corru.364","latest.value_estimate_control_of_corru.364","latest.year_stderr_control_of_corrupt.366","latest.value_stderr_control_of_corrupt.366","latest.year_rank_control_of_corruptio.367","latest.value_rank_control_of_corruptio.367","latest.year_lower_control_of_corrupti.368","latest.value_lower_control_of_corrupti.368","latest.year_upper_control_of_corrupti.369","latest.value_upper_control_of_corrupti.369","latest.year_estimate_rule_of_law.370","latest.value_estimate_rule_of_law.370","latest.year_stderr_rule_of_law.372","latest.value_stderr_rule_of_law.372","latest.year_rank_rule_of_law.373","latest.value_rank_rule_of_law.373","latest.year_lower_rule_of_law.374","latest.value_lower_rule_of_law.374","latest.year_upper_rule_of_law.375","latest.value_upper_rule_of_law.375","latest.year_estimate_political_stabil.376","latest.value_estimate_political_stabil.376","latest.year_stderr_political_stabilit.378","latest.value_stderr_political_stabilit.378","latest.year_rank_political_stability_.379","latest.value_rank_political_stability_.379","latest.year_lower_political_stability.380","latest.value_lower_political_stability.380","latest.year_upper_political_stability.381","latest.value_upper_political_stability.381","latest.year_estimate_voice_and_accoun.382","latest.value_estimate_voice_and_accoun.382","latest.year_stderr_voice_and_accounta.384","latest.value_stderr_voice_and_accounta.384","latest.year_rank_voice_and_accountabi.385","latest.value_rank_voice_and_accountabi.385","latest.year_lower_voice_and_accountab.386","latest.value_lower_voice_and_accountab.386","latest.year_upper_voice_and_accountab.387","latest.value_upper_voice_and_accountab.387","latest.year_estimate_government_effec.388","latest.value_estimate_government_effec.388","latest.year_stderr_government_effecti.390","latest.value_stderr_government_effecti.390","latest.year_rank_government_effective.391","latest.value_rank_government_effective.391","latest.year_lower_government_effectiv.392","latest.value_lower_government_effectiv.392","latest.year_upper_government_effectiv.393","latest.value_upper_government_effectiv.393","latest.year_estimate_regulatory_quali.394","latest.value_estimate_regulatory_quali.394","latest.year_stderr_regulatory_quality.396","latest.value_stderr_regulatory_quality.396","latest.year_rank_regulatory_quality.397","latest.value_rank_regulatory_quality.397","latest.year_lower_regulatory_quality.398","latest.value_lower_regulatory_quality.398","latest.year_upper_regulatory_quality.399","latest.value_upper_regulatory_quality.399"
"Hong Kong SAR, China","HKG",2018,1.676441,2018,0.1433421,2018,92.30769,2018,89.42308,2018,94.71154,2018,1.771396,2018,0.1588832,2018,95.19231,2018,89.90385,2018,99.51923,2018,0.7943653,2018,0.2392333,2018,74.7619,2018,59.04762,2018,90.95238,2018,0.468593,2018,0.1536049,2018,62.06897,2018,54.6798,2018,71.42857,2018,1.903607,2018,0.2221446,2018,98.07692,2018,91.82692,2018,100,2018,2.206004,2018,0.2226358,2018,100,2018,97.59615,2018,100
"Honduras","HND",2018,-0.6164857,2018,0.1219236,2018,29.32692,2018,22.11539,2018,40.38462,2018,-1.023039,2018,0.144388,2018,16.34615,2018,8.173077,2018,21.63461,2018,-0.550988,2018,0.2157381,2018,26.66667,2018,15.71429,2018,39.04762,2018,-0.5083182,2018,0.1282128,2018,31.52709,2018,27.58621,2018,36.94581,2018,-0.6206585,2018,0.191959,2018,27.88461,2018,16.34615,2018,39.90385,2018,-0.4688137,2018,0.1817735,2018,34.61538,2018,22.11539,2018,46.63462
"Croatia","HRV",2018,0.1316391,2018,0.1267572,2018,60.09615,2018,54.32692,2018,64.90385,2018,0.324786,2018,0.1338652,2018,62.98077,2018,57.69231,2018,71.15385,2018,0.7688776,2018,0.211271,2018,73.80952,2018,60.95238,2018,89.04762,2018,0.5019643,2018,0.1279276,2018,64.53202,2018,57.63547,2018,71.42857,2018,0.4569183,2018,0.1982992,2018,69.23077,2018,58.17308,2018,75.48077,2018,0.4473468,2018,0.180271,2018,68.26923,2018,61.05769,2018,75.48077
"Haiti","HTI",2018,-1.265189,2018,0.1427448,2018,9.615385,2018,3.846154,2018,14.42308,2018,-1.028031,2018,0.1567964,2018,15.86539,2018,7.211538,2018,22.11539,2018,-0.6268144,2018,0.2209855,2018,23.33333,2018,13.80952,2018,36.19048,2018,-0.7454833,2018,0.1379577,2018,26.60098,2018,21.67488,2018,31.03448,2018,-1.909054,2018,0.2063741,2018,1.442308,2018,0,2018,5.288462,2018,-1.224258,2018,0.1935906,2018,8.653846,2018,4.807693,2018,14.90385
"Hungary","HUN",2018,0.053347,2018,0.1309793,2018,59.61538,2018,50.48077,2018,62.5,2018,0.555392,2018,0.1409364,2018,72.11539,2018,62.5,2018,76.92308,2018,0.7552119,2018,0.211271,2018,73.33334,2018,59.04762,2018,88.09524,2018,0.3183424,2018,0.1309706,2018,58.62069,2018,50.73891,2018,64.53202,2018,0.4873109,2018,0.2132453,2018,70.19231,2018,58.17308,2018,76.44231,2018,0.6022686,2018,0.1982157,2018,73.07692,2018,62.5,2018,78.84615
"Indonesia","IDN",2018,-0.2515447,2018,0.12446,2018,46.15385,2018,38.94231,2018,56.25,2018,-0.3149146,2018,0.1448283,2018,42.78846,2018,31.25,2018,51.44231,2018,-0.5334369,2018,0.211271,2018,27.61905,2018,16.19048,2018,40,2018,0.1797367,2018,0.1296873,2018,52.21675,2018,44.33498,2018,60.59113,2018,0.1798754,2018,0.1955121,2018,59.13462,2018,48.07692,2018,70.67308,2018,-0.0712725,2018,0.1753201,2018,50.96154,2018,37.01923,2018,61.53846
"India","IND",2018,-0.186293,2018,0.12446,2018,49.51923,2018,40.86538,2018,57.69231,2018,0.0262165,2018,0.1448283,2018,55.28846,2018,47.11538,2018,61.53846,2018,-0.9565214,2018,0.211271,2018,14.7619,2018,10.95238,2018,23.80952,2018,0.3788327,2018,0.1296873,2018,60.09852,2018,51.72414,2018,68.47291,2018,0.2830485,2018,0.1955121,2018,63.94231,2018,50.96154,2018,73.55769,2018,-0.1836544,2018,0.1753201,2018,46.63462,2018,34.13462,2018,59.13462
"Ireland","IRL",2018,1.547376,2018,0.1593191,2018,90.86539,2018,87.5,2018,92.78846,2018,1.464224,2018,0.1675214,2018,89.90385,2018,85.09615,2018,94.23077,2018,1.030591,2018,0.2161918,2018,86.19048,2018,68.57143,2018,96.19048,2018,1.31875,2018,0.1552453,2018,92.11823,2018,82.26601,2018,96.55173,2018,1.420338,2018,0.2221446,2018,89.90385,2018,79.80769,2018,95.67308,2018,1.595356,2018,0.2454936,2018,92.78846,2018,85.57692,2018,98.55769
"Iran, Islamic Rep.","IRN",2018,-0.9588165,2018,0.1385525,2018,15.86539,2018,10.57692,2018,25,2018,-0.6936132,2018,0.1601298,2018,25,2018,16.82692,2018,35.57692,2018,-1.306763,2018,0.2157381,2018,10.95238,2018,6.666667,2018,14.7619,2018,-1.317932,2018,0.1311201,2018,12.80788,2018,6.403941,2018,18.2266,2018,-0.4302173,2018,0.2233855,2018,37.5,2018,19.71154,2018,50.48077,2018,-1.296409,2018,0.2002183,2018,7.692307,2018,3.846154,2018,14.42308
"Iraq","IRQ",2018,-1.399408,2018,0.1513708,2018,7.211538,2018,0.4807692,2018,10.57692,2018,-1.759291,2018,0.1664428,2018,3.365385,2018,0.9615384,2018,5.769231,2018,-2.55586,2018,0.225094,2018,1.428571,2018,0,2018,4.285714,2018,-0.987156,2018,0.1368405,2018,21.18227,2018,13.7931,2018,25.61576,2018,-1.320548,2018,0.2219135,2018,9.134615,2018,2.884615,2018,16.34615,2018,-1.218958,2018,0.2069049,2018,9.134615,2018,4.326923,2018,17.30769
"Iceland","ISL",2018,1.843649,2018,0.1593191,2018,93.75,2018,90.86539,2018,97.59615,2018,1.719734,2018,0.1675214,2018,93.26923,2018,88.94231,2018,99.51923,2018,1.412426,2018,0.2161918,2018,96.66666,2018,87.61905,2018,99.52381,2018,1.412682,2018,0.1552453,2018,94.58128,2018,87.68473,2018,99.50739,2018,1.465655,2018,0.2221446,2018,91.34615,2018,81.73077,2018,95.67308,2018,1.417764,2018,0.2454936,2018,90.38461,2018,80.76923,2018,97.59615
"Israel","ISR",2018,0.7865694,2018,0.1593191,2018,79.32692,2018,69.23077,2018,82.21154,2018,0.9939096,2018,0.1675214,2018,80.76923,2018,75,2018,86.53846,2018,-0.9324778,2018,0.2161918,2018,15.2381,2018,10.95238,2018,25.23809,2018,0.6511905,2018,0.1552453,2018,69.95074,2018,60.59113,2018,77.3399,2018,1.208207,2018,0.2221446,2018,86.05769,2018,76.92308,2018,91.82692,2018,1.247308,2018,0.2454936,2018,86.53846,2018,77.40385,2018,93.26923
"Italy","ITA",2018,0.2356188,2018,0.1434279,2018,62.01923,2018,57.69231,2018,67.78846,2018,0.2467615,2018,0.1569692,2018,61.53846,2018,53.84615,2018,69.71154,2018,0.3111933,2018,0.211271,2018,57.61905,2018,43.80952,2018,68.57143,2018,1.045518,2018,0.1437459,2018,81.7734,2018,73.89162,2018,89.65517,2018,0.4138835,2018,0.2221446,2018,68.26923,2018,55.28846,2018,75.48077,2018,0.6714953,2018,0.2226358,2018,73.55769,2018,64.42308,2018,81.73077
"Jamaica","JAM",2018,-0.1643905,2018,0.1374016,2018,50,2018,40.86538,2018,59.61538,2018,-0.2359448,2018,0.148726,2018,46.15385,2018,33.17308,2018,54.32692,2018,0.4869154,2018,0.2157381,2018,62.85714,2018,52.85714,2018,75.2381,2018,0.6169987,2018,0.132454,2018,68.96552,2018,60.59113,2018,74.87685,2018,0.4967112,2018,0.2117915,2018,70.67308,2018,58.65385,2018,76.92308,2018,0.2784449,2018,0.1873093,2018,62.98077,2018,54.80769,2018,72.59615
"Jordan","JOR",2018,0.1495421,2018,0.1293368,2018,60.57692,2018,55.76923,2018,65.86539,2018,0.2337911,2018,0.1448283,2018,60.57692,2018,53.84615,2018,68.75,2018,-0.3794051,2018,0.211271,2018,31.42857,2018,19.52381,2018,43.80952,2018,-0.7017328,2018,0.129805,2018,28.07882,2018,22.6601,2018,32.0197,2018,0.112718,2018,0.1955121,2018,57.21154,2018,46.63462,2018,68.75,2018,0.0834205,2018,0.1753201,2018,58.65385,2018,45.19231,2018,65.86539
"Japan","JPN",2018,1.424772,2018,0.1390601,2018,89.42308,2018,84.13461,2018,91.82692,2018,1.534107,2018,0.1569692,2018,90.38461,2018,86.53846,2018,95.19231,2018,1.059693,2018,0.211271,2018,88.09524,2018,70,2018,96.19048,2018,1.022638,2018,0.1455305,2018,80.29556,2018,72.9064,2018,89.65517,2018,1.675817,2018,0.2221446,2018,94.23077,2018,87.5,2018,99.51923,2018,1.329213,2018,0.2226358,2018,87.98077,2018,80.28846,2018,94.23077
"Kazakhstan","KAZ",2018,-0.5017262,2018,0.1267572,2018,36.05769,2018,26.44231,2018,44.71154,2018,-0.4316052,2018,0.1338652,2018,35.57692,2018,27.88461,2018,47.11538,2018,0.0004052,2018,0.211271,2018,45.71429,2018,32.85714,2018,57.61905,2018,-1.171871,2018,0.1279276,2018,15.76355,2018,10.83744,2018,21.67488,2018,0.0217204,2018,0.1982992,2018,54.32692,2018,39.90385,2018,66.34615,2018,0.1406443,2018,0.180271,2018,60.09615,2018,46.63462,2018,66.82692
"Kenya","KEN",2018,-0.8520129,2018,0.1273428,2018,19.23077,2018,12.98077,2018,27.88461,2018,-0.4110505,2018,0.1387609,2018,37.98077,2018,28.36539,2018,48.07692,2018,-1.164113,2018,0.2157381,2018,12.38095,2018,7.619048,2018,17.61905,2018,-0.3606543,2018,0.1242243,2018,34.97537,2018,31.03448,2018,38.91626,2018,-0.4108523,2018,0.1805988,2018,38.94231,2018,22.59615,2018,48.07692,2018,-0.2266058,2018,0.1665556,2018,43.75,2018,32.69231,2018,56.73077
"Kyrgyz Republic","KGZ",2018,-0.9542972,2018,0.1436955,2018,16.34615,2018,10.57692,2018,25.96154,2018,-0.9076821,2018,0.1443827,2018,17.78846,2018,9.615385,2018,27.88461,2018,-0.5820286,2018,0.2284874,2018,25.23809,2018,14.28571,2018,38.57143,2018,-0.3742365,2018,0.1347864,2018,33.99015,2018,30.04926,2018,38.91626,2018,-0.6115379,2018,0.2317764,2018,28.84615,2018,15.38461,2018,45.67308,2018,-0.3499378,2018,0.1931404,2018,37.98077,2018,25.48077,2018,54.32692
"Cambodia","KHM",2018,-1.325572,2018,0.1428904,2018,8.653846,2018,1.923077,2018,12.01923,2018,-1.114671,2018,0.1523167,2018,11.05769,2018,6.730769,2018,18.26923,2018,0.108229,2018,0.2235309,2018,51.42857,2018,37.14286,2018,61.42857,2018,-1.221331,2018,0.1345571,2018,13.7931,2018,9.852217,2018,20.19704,2018,-0.568605,2018,0.2191608,2018,32.21154,2018,16.34615,2018,46.63462,2018,-0.5049168,2018,0.1903177,2018,32.69231,2018,19.23077,2018,45.67308
"Kiribati","KIR",2018,0.3364136,2018,0.3084422,2018,64.90385,2018,49.51923,2018,79.80769,2018,0.4933382,2018,0.3165517,2018,69.71154,2018,53.36538,2018,81.25,2018,1.033781,2018,0.2978511,2018,86.66666,2018,65.71429,2018,98.57143,2018,1.146016,2018,0.2962991,2018,87.68473,2018,70.44335,2018,99.50739,2018,-0.2764392,2018,0.3491045,2018,41.34615,2018,18.26923,2018,63.94231,2018,-0.7703612,2018,0.2906961,2018,22.11539,2018,8.173077,2018,39.90385
"St. Kitts and Nevis","KNA",2018,0.4525903,2018,0.2648852,2018,67.78846,2018,57.69231,2018,80.76923,2018,0.5333768,2018,0.3102893,2018,71.15385,2018,54.80769,2018,81.25,2018,0.7104676,2018,0.2550432,2018,70,2018,56.19048,2018,89.04762,2018,0.8967314,2018,0.2410059,2018,77.3399,2018,64.03941,2018,89.65517,2018,0.5514148,2018,0.4585745,2018,72.59615,2018,46.63462,2018,87.5,2018,0.5108522,2018,0.360859,2018,70.19231,2018,49.51923,2018,82.21154
"Korea, Rep.","KOR",2018,0.6041095,2018,0.1338417,2018,72.11539,2018,67.30769,2018,79.80769,2018,1.23655,2018,0.154149,2018,86.05769,2018,80.28846,2018,89.90385,2018,0.5449707,2018,0.211271,2018,65.2381,2018,53.33333,2018,79.52381,2018,0.7960598,2018,0.1309706,2018,73.89162,2018,68.47291,2018,79.80296,2018,1.182665,2018,0.2132453,2018,84.13461,2018,76.44231,2018,91.82692,2018,1.094949,2018,0.1982157,2018,82.21154,2018,75.48077,2018,90.38461
"Kosovo","KSV",2018,-0.5190393,2018,0.1800099,2018,35.57692,2018,22.59615,2018,46.63462,2018,-0.3709781,2018,0.1596736,2018,40.38462,2018,28.36539,2018,50.48077,2018,-0.6054888,2018,0.239692,2018,24.28572,2018,13.80952,2018,38.57143,2018,-0.1200815,2018,0.1462332,2018,39.90148,2018,34.97537,2018,50.73891,2018,-0.4283053,2018,0.2608061,2018,37.98077,2018,18.26923,2018,53.36538,2018,-0.2767387,2018,0.2205699,2018,41.34615,2018,27.88461,2018,59.13462
"Kuwait","KWT",2018,-0.2894283,2018,0.1607612,2018,45.19231,2018,33.65385,2018,56.25,2018,0.2107496,2018,0.1724408,2018,60.09615,2018,51.44231,2018,69.71154,2018,0.1102895,2018,0.2209855,2018,52.38095,2018,37.14286,2018,61.42857,2018,-0.5891867,2018,0.1397908,2018,30.54187,2018,25.12315,2018,34.97537,2018,-0.0878059,2018,0.22757,2018,49.51923,2018,35.57692,2018,63.94231,2018,-0.0356316,2018,0.2258712,2018,54.32692,2018,35.57692,2018,65.38461
"Lao PDR","LAO",2018,-0.9826739,2018,0.1663792,2018,15.38461,2018,9.615385,2018,26.44231,2018,-0.8425543,2018,0.1625107,2018,18.75,2018,11.05769,2018,30.76923,2018,0.415007,2018,0.2293836,2018,60,2018,47.61905,2018,74.28571,2018,-1.739436,2018,0.1440084,2018,4.433497,2018,1.477833,2018,7.389163,2018,-0.672724,2018,0.2215988,2018,24.51923,2018,14.42308,2018,39.90385,2018,-0.7918289,2018,0.2040121,2018,20.67308,2018,10.57692,2018,34.61538
"Lebanon","LBN",2018,-1.108917,2018,0.1385525,2018,12.01923,2018,8.173077,2018,17.30769,2018,-0.7644128,2018,0.1601298,2018,23.55769,2018,15.86539,2018,32.69231,2018,-1.644891,2018,0.2157381,2018,7.142857,2018,5.238095,2018,10.95238,2018,-0.4990998,2018,0.1298104,2018,32.0197,2018,27.58621,2018,36.94581,2018,-0.6402023,2018,0.2233855,2018,25.96154,2018,14.90385,2018,41.34615,2018,-0.3416829,2018,0.2002183,2018,38.46154,2018,25.48077,2018,55.28846
"Liberia","LBR",2018,-0.8509958,2018,0.1305735,2018,20.19231,2018,12.5,2018,27.88461,2018,-0.9890524,2018,0.1435289,2018,16.82692,2018,8.653846,2018,23.55769,2018,-0.1924032,2018,0.2201839,2018,40,2018,26.19048,2018,53.33333,2018,-0.0432927,2018,0.1271977,2018,43.34975,2018,36.94581,2018,51.72414,2018,-1.340831,2018,0.1874648,2018,8.653846,2018,3.365385,2018,14.42308,2018,-0.9712892,2018,0.1684377,2018,14.42308,2018,8.173077,2018,24.51923
"Libya","LBY",2018,-1.552711,2018,0.1633003,2018,2.884615,2018,0,2018,9.134615,2018,-1.78583,2018,0.1651548,2018,2.403846,2018,0.4807692,2018,5.288462,2018,-2.441388,2018,0.225094,2018,1.904762,2018,0,2018,4.761905,2018,-1.520825,2018,0.1338716,2018,6.896552,2018,3.940887,2018,12.80788,2018,-1.847037,2018,0.2074994,2018,1.923077,2018,0.9615384,2018,6.730769,2018,-2.278996,2018,0.2021265,2018,1.442308,2018,0,2018,2.884615
"St. Lucia","LCA",2018,0.5362028,2018,0.2344027,2018,69.71154,2018,60.57692,2018,80.76923,2018,0.5592496,2018,0.2467966,2018,72.59615,2018,59.13462,2018,79.80769,2018,1.013306,2018,0.2550432,2018,85.71429,2018,65.71429,2018,97.61905,2018,0.8583953,2018,0.2410059,2018,75.86207,2018,61.57635,2018,89.65517,2018,0.1956703,2018,0.3493173,2018,61.53846,2018,39.42308,2018,75.48077,2018,0.2870998,2018,0.2547005,2018,63.94231,2018,48.07692,2018,75
"Liechtenstein","LIE",2018,2.00771,2018,0.2826696,2018,95.67308,2018,90.38461,2018,100,2018,1.678037,2018,0.2123641,2018,92.30769,2018,87.01923,2018,99.51923,2018,1.484191,2018,0.2643271,2018,98.09524,2018,87.61905,2018,99.52381,2018,1.319968,2018,0.1853313,2018,92.61084,2018,79.80296,2018,99.50739,2018,1.739037,2018,0.3318715,2018,95.19231,2018,84.61539,2018,100,2018,1.532828,2018,0.3168955,2018,90.86539,2018,80.76923,2018,99.03846
"Sri Lanka","LKA",2018,-0.3355435,2018,0.1328733,2018,43.26923,2018,33.65385,2018,52.40385,2018,0.0263234,2018,0.150461,2018,55.76923,2018,47.11538,2018,61.53846,2018,-0.1831642,2018,0.2157381,2018,40.47619,2018,27.14286,2018,53.33333,2018,0.0087836,2018,0.1269559,2018,46.79803,2018,37.93103,2018,54.6798,2018,-0.2353793,2018,0.208406,2018,45.19231,2018,31.25,2018,55.76923,2018,-0.1522742,2018,0.1817735,2018,47.11538,2018,34.61538,2018,60.09615
"Lesotho","LSO",2018,-0.1033081,2018,0.1712405,2018,53.84615,2018,40.86538,2018,61.05769,2018,-0.3366604,2018,0.1545821,2018,41.34615,2018,29.80769,2018,51.44231,2018,-0.2183286,2018,0.2347493,2018,38.57143,2018,24.76191,2018,53.33333,2018,0.0843929,2018,0.1419463,2018,50.73891,2018,38.91626,2018,58.12808,2018,-0.8609057,2018,0.19978,2018,18.26923,2018,10.57692,2018,33.65385,2018,-0.4965023,2018,0.1915825,2018,33.17308,2018,19.71154,2018,46.63462
"Lithuania","LTU",2018,0.4978957,2018,0.1411197,2018,68.75,2018,62.5,2018,77.40385,2018,0.9573604,2018,0.1484249,2018,79.80769,2018,75,2018,85.09615,2018,0.752799,2018,0.2161918,2018,72.85714,2018,58.57143,2018,88.57143,2018,0.9233596,2018,0.1394906,2018,77.83251,2018,71.42857,2018,87.68473,2018,1.072398,2018,0.2132453,2018,80.76923,2018,75.48077,2018,89.90385,2018,1.113281,2018,0.2138331,2018,82.69231,2018,75.48077,2018,90.38461
"Luxembourg","LUX",2018,2.087755,2018,0.165854,2018,97.11539,2018,92.78846,2018,100,2018,1.810886,2018,0.1698539,2018,95.67308,2018,89.90385,2018,100,2018,1.373404,2018,0.2161918,2018,96.19048,2018,85.71429,2018,99.52381,2018,1.566906,2018,0.1651632,2018,96.55173,2018,89.65517,2018,100,2018,1.778221,2018,0.2221446,2018,95.67308,2018,89.42308,2018,99.51923,2018,1.757206,2018,0.2454936,2018,95.19231,2018,88.94231,2018,99.51923
"Latvia","LVA",2018,0.3285871,2018,0.1411197,2018,64.42308,2018,59.61538,2018,70.67308,2018,0.9569856,2018,0.1484249,2018,79.32692,2018,75,2018,85.09615,2018,0.4215345,2018,0.2161918,2018,60.95238,2018,48.57143,2018,73.80952,2018,0.8133246,2018,0.1394906,2018,74.87685,2018,68.47291,2018,81.28078,2018,1.043452,2018,0.2132453,2018,79.80769,2018,75,2018,88.94231,2018,1.189894,2018,0.2138331,2018,85.57692,2018,77.40385,2018,90.86539
"Macao SAR, China","MAC",2018,0.7156818,2018,0.2530471,2018,76.92308,2018,63.46154,2018,82.69231,2018,1.009767,2018,0.2096753,2018,81.25,2018,75,2018,87.01923,2018,1.262964,2018,0.2831305,2018,92.85714,2018,74.7619,2018,99.52381,2018,-0.0506621,2018,0.2493472,2018,42.85714,2018,32.51231,2018,59.60591,2018,1.204366,2018,0.3318715,2018,85.57692,2018,74.51923,2018,95.19231,2018,1.609498,2018,0.3168955,2018,93.26923,2018,81.73077,2018,99.03846
"Morocco","MAR",2018,-0.2164034,2018,0.1279012,2018,47.59615,2018,39.90385,2018,57.21154,2018,-0.1384849,2018,0.1387609,2018,49.51923,2018,40.38462,2018,56.73077,2018,-0.3318862,2018,0.2157381,2018,33.80952,2018,21.42857,2018,46.66667,2018,-0.6630427,2018,0.1243278,2018,29.55665,2018,23.64532,2018,32.51231,2018,-0.2092959,2018,0.1805988,2018,46.63462,2018,34.13462,2018,55.28846,2018,-0.2429393,2018,0.1665556,2018,42.78846,2018,32.21154,2018,56.25
"Monaco","MCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,0.9354892,2013,0.6541734,2013,78.87324,2013,51.17371,2013,100,2018,1.612102,2018,0.4116422,2018,99.52381,2018,81.90476,2018,100,2018,0.660958,2018,0.2962991,2018,71.42857,2018,51.72414,2018,87.68473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moldova","MDA",2018,-0.7267502,2018,0.1267872,2018,25.96154,2018,16.34615,2018,35.57692,2018,-0.413572,2018,0.1381013,2018,37.01923,2018,28.36539,2018,48.07692,2018,-0.3490165,2018,0.2157381,2018,32.85714,2018,20.47619,2018,45.71429,2018,-0.1066419,2018,0.1281803,2018,40.8867,2018,35.96059,2018,50.73891,2018,-0.4665205,2018,0.208406,2018,35.57692,2018,18.75,2018,48.07692,2018,-0.0490203,2018,0.1817735,2018,51.92308,2018,37.98077,2018,61.53846
"Madagascar","MDG",2018,-1.000727,2018,0.132053,2018,14.90385,2018,10.57692,2018,23.55769,2018,-0.8139714,2018,0.1435532,2018,21.15385,2018,13.46154,2018,30.76923,2018,-0.5190363,2018,0.2195558,2018,28.09524,2018,16.19048,2018,40.95238,2018,-0.3094514,2018,0.1255846,2018,36.4532,2018,31.03448,2018,40.8867,2018,-1.153121,2018,0.1907385,2018,11.05769,2018,7.211538,2018,18.26923,2018,-0.7334517,2018,0.1686924,2018,23.55769,2018,12.5,2018,34.61538
"Maldives","MDV",2018,-0.8930011,2018,0.2663879,2018,17.30769,2018,8.173077,2018,38.94231,2018,-0.5495973,2018,0.2909903,2018,31.73077,2018,15.86539,2018,51.44231,2018,0.0950901,2018,0.2638418,2018,50.47619,2018,32.85714,2018,63.33333,2018,-0.6604531,2018,0.2298527,2018,30.04926,2018,19.21182,2018,36.94581,2018,-0.4884941,2018,0.3397982,2018,35.09615,2018,13.94231,2018,55.28846,2018,-0.4830082,2018,0.2906961,2018,33.65385,2018,14.90385,2018,55.76923
