"country","countryiso3","latest.year_estimate_control_of_corru.364","latest.value_estimate_control_of_corru.364","latest.year_stderr_control_of_corrupt.366","latest.value_stderr_control_of_corrupt.366","latest.year_rank_control_of_corruptio.367","latest.value_rank_control_of_corruptio.367","latest.year_lower_control_of_corrupti.368","latest.value_lower_control_of_corrupti.368","latest.year_upper_control_of_corrupti.369","latest.value_upper_control_of_corrupti.369","latest.year_estimate_rule_of_law.370","latest.value_estimate_rule_of_law.370","latest.year_stderr_rule_of_law.372","latest.value_stderr_rule_of_law.372","latest.year_rank_rule_of_law.373","latest.value_rank_rule_of_law.373","latest.year_lower_rule_of_law.374","latest.value_lower_rule_of_law.374","latest.year_upper_rule_of_law.375","latest.value_upper_rule_of_law.375","latest.year_estimate_political_stabil.376","latest.value_estimate_political_stabil.376","latest.year_stderr_political_stabilit.378","latest.value_stderr_political_stabilit.378","latest.year_rank_political_stability_.379","latest.value_rank_political_stability_.379","latest.year_lower_political_stability.380","latest.value_lower_political_stability.380","latest.year_upper_political_stability.381","latest.value_upper_political_stability.381","latest.year_estimate_voice_and_accoun.382","latest.value_estimate_voice_and_accoun.382","latest.year_stderr_voice_and_accounta.384","latest.value_stderr_voice_and_accounta.384","latest.year_rank_voice_and_accountabi.385","latest.value_rank_voice_and_accountabi.385","latest.year_lower_voice_and_accountab.386","latest.value_lower_voice_and_accountab.386","latest.year_upper_voice_and_accountab.387","latest.value_upper_voice_and_accountab.387","latest.year_estimate_government_effec.388","latest.value_estimate_government_effec.388","latest.year_stderr_government_effecti.390","latest.value_stderr_government_effecti.390","latest.year_rank_government_effective.391","latest.value_rank_government_effective.391","latest.year_lower_government_effectiv.392","latest.value_lower_government_effectiv.392","latest.year_upper_government_effectiv.393","latest.value_upper_government_effectiv.393","latest.year_estimate_regulatory_quali.394","latest.value_estimate_regulatory_quali.394","latest.year_stderr_regulatory_quality.396","latest.value_stderr_regulatory_quality.396","latest.year_rank_regulatory_quality.397","latest.value_rank_regulatory_quality.397","latest.year_lower_regulatory_quality.398","latest.value_lower_regulatory_quality.398","latest.year_upper_regulatory_quality.399","latest.value_upper_regulatory_quality.399"
"Mexico","MEX",2018,-0.8628517,2018,0.1182229,2018,18.75,2018,12.98077,2018,27.40385,2018,-0.6737109,2018,0.1397771,2018,27.40385,2018,17.78846,2018,34.61538,2018,-0.572437,2018,0.211271,2018,25.71428,2018,15.71429,2018,38.09524,2018,-0.0059178,2018,0.1280941,2018,45.81281,2018,37.93103,2018,52.70936,2018,-0.153388,2018,0.1831254,2018,47.59615,2018,35.57692,2018,58.65385,2018,0.1509804,2018,0.1753201,2018,60.57692,2018,47.59615,2018,66.82692
"Marshall Islands","MHL",2018,-0.0740994,2018,0.4364688,2018,54.80769,2018,23.55769,2018,74.51923,2018,-0.0471537,2018,0.3723488,2018,52.88462,2018,27.88461,2018,72.59615,2018,0.8627383,2018,0.5967359,2018,77.61905,2018,42.38095,2018,99.52381,2018,1.146016,2018,0.2962991,2018,87.68473,2018,70.44335,2018,99.50739,2018,-1.554391,2018,0.4794844,2018,6.25,2018,0,2018,19.71154,2018,-1.138546,2018,0.4021414,2018,10.09615,2018,2.884615,2018,33.65385
"Macedonia, FYR","MKD",2017,-0.3068783,2017,0.1498331,2017,45.19231,2017,33.17308,2017,54.80769,2017,-0.2419224,2017,0.1515894,2017,46.63462,2017,33.17308,2017,53.36538,2017,-0.2490147,2017,0.2234727,2017,37.14286,2017,24.28572,2017,50.47619,2017,-0.1403402,2017,0.1287977,2017,41.87192,2017,34.48276,2017,48.27586,2017,0.1400139,2017,0.2455149,2017,58.17308,2017,41.82692,2017,70.19231,2017,0.504985,2017,0.1979086,2017,71.15385,2017,61.05769,2017,76.44231
"Mali","MLI",2018,-0.695331,2018,0.1366014,2018,26.92308,2018,16.34615,2018,38.46154,2018,-0.7977482,2018,0.1458903,2018,21.63461,2018,14.90385,2018,30.76923,2018,-2.05126,2018,0.2209855,2018,5.238095,2018,2.380952,2018,6.666667,2018,-0.3091827,2018,0.1301037,2018,36.94581,2018,31.03448,2018,40.8867,2018,-1.004638,2018,0.1805988,2018,15.38461,2018,9.134615,2018,22.59615,2018,-0.5496903,2018,0.1755035,2018,30.76923,2018,18.75,2018,41.34615
"Malta","MLT",2018,0.5799018,2018,0.1765664,2018,71.63461,2018,63.46154,2018,80.28846,2018,1.053974,2018,0.1783303,2018,82.21154,2018,75.96154,2018,87.01923,2018,1.294193,2018,0.2209855,2018,93.80952,2018,81.90476,2018,99.52381,2018,1.123317,2018,0.1654177,2018,83.74384,2018,74.87685,2018,93.59606,2018,0.968796,2018,0.2384822,2018,78.84615,2018,73.07692,2018,87.98077,2018,1.336778,2018,0.2642237,2018,88.46154,2018,78.84615,2018,96.15385
"Myanmar","MMR",2018,-0.588294,2018,0.1370455,2018,30.28846,2018,22.59615,2018,42.30769,2018,-1.032579,2018,0.1555997,2018,15.38461,2018,7.211538,2018,21.63461,2018,-1.309011,2018,0.2195558,2018,10.47619,2018,6.666667,2018,14.7619,2018,-0.8873216,2018,0.1300479,2018,23.64532,2018,18.2266,2018,28.07882,2018,-1.068652,2018,0.2218589,2018,12.5,2018,7.692307,2018,22.59615,2018,-0.7531742,2018,0.1845587,2018,22.59615,2018,12.01923,2018,34.61538
"Montenegro","MNE",2018,0.0227987,2018,0.1581797,2018,58.17308,2018,46.15385,2018,63.46154,2018,0.0987423,2018,0.1529191,2018,57.69231,2018,48.07692,2018,64.42308,2018,0.1080209,2018,0.2347493,2018,50.95238,2018,35.71429,2018,62.85714,2018,0.0801339,2018,0.144128,2018,50.2463,2018,38.91626,2018,58.12808,2018,0.1311615,2018,0.2318387,2018,58.17308,2018,43.75,2018,71.15385,2018,0.3625335,2018,0.2075045,2018,65.86539,2018,56.25,2018,75
"Mongolia","MNG",2018,-0.4277897,2018,0.1271622,2018,39.90385,2018,28.36539,2018,46.63462,2018,-0.2664937,2018,0.1444437,2018,44.71154,2018,32.69231,2018,52.88462,2018,0.7887995,2018,0.211271,2018,74.28571,2018,61.42857,2018,89.04762,2018,0.2625469,2018,0.1296873,2018,57.14286,2018,48.76847,2018,62.56158,2018,-0.2333477,2018,0.1954748,2018,45.67308,2018,33.17308,2018,55.28846,2018,-0.0298508,2018,0.1753177,2018,54.80769,2018,39.42308,2018,62.01923
"Mozambique","MOZ",2018,-0.7813797,2018,0.1372914,2018,24.03846,2018,14.42308,2018,32.69231,2018,-1.043689,2018,0.1463363,2018,14.42308,2018,7.211538,2018,21.15385,2018,-0.7836707,2018,0.2209855,2018,19.04762,2018,12.38095,2018,30,2018,-0.4674458,2018,0.1302225,2018,32.51231,2018,28.07882,2018,36.94581,2018,-0.8742813,2018,0.1819557,2018,17.78846,2018,10.57692,2018,31.25,2018,-0.7263409,2018,0.1755035,2018,24.03846,2018,12.5,2018,35.09615
"Mauritania","MRT",2018,-0.8072538,2018,0.1604078,2018,23.07692,2018,12.01923,2018,34.13462,2018,-0.6859449,2018,0.1496957,2018,26.44231,2018,16.82692,2018,35.09615,2018,-0.6677783,2018,0.2293836,2018,22.38095,2018,12.85714,2018,35.23809,2018,-0.8540774,2018,0.1371416,2018,24.13793,2018,18.71921,2018,30.04926,2018,-0.7266325,2018,0.1893241,2018,22.59615,2018,14.42308,2018,37.98077,2018,-0.8108506,2018,0.1831593,2018,19.71154,2018,11.53846,2018,32.21154
"Mauritius","MUS",2018,0.2696345,2018,0.1544845,2018,62.98077,2018,57.69231,2018,69.23077,2018,0.7796614,2018,0.1484559,2018,76.92308,2018,71.15385,2018,81.25,2018,0.872838,2018,0.2293836,2018,79.04762,2018,62.85714,2018,92.38095,2018,0.7605995,2018,0.136355,2018,72.4138,2018,66.00985,2018,78.81773,2018,0.8760849,2018,0.1890158,2018,77.40385,2018,73.07692,2018,84.13461,2018,1.027193,2018,0.1831593,2018,81.73077,2018,75.48077,2018,87.5
"Malawi","MWI",2018,-0.7433892,2018,0.1305735,2018,25,2018,15.86539,2018,34.61538,2018,-0.3802995,2018,0.1435289,2018,39.90385,2018,28.84615,2018,49.03846,2018,-0.3250225,2018,0.2201839,2018,34.28571,2018,21.42857,2018,47.61905,2018,-0.058092,2018,0.1271977,2018,42.36453,2018,36.94581,2018,51.23153,2018,-0.7286705,2018,0.1874648,2018,22.11539,2018,14.42308,2018,37.98077,2018,-0.6708331,2018,0.1684377,2018,25.48077,2018,14.90385,2018,35.57692
"Malaysia","MYS",2018,0.3139765,2018,0.1299314,2018,63.94231,2018,59.61538,2018,69.23077,2018,0.6233374,2018,0.1454671,2018,74.51923,2018,64.42308,2018,77.88461,2018,0.2373901,2018,0.211271,2018,54.28571,2018,42.38095,2018,65.71429,2018,-0.083688,2018,0.1310919,2018,41.37931,2018,36.94581,2018,50.73891,2018,1.075348,2018,0.2000997,2018,81.25,2018,75.48077,2018,89.42308,2018,0.682474,2018,0.180271,2018,74.03846,2018,65.86539,2018,80.28846
"Namibia","NAM",2018,0.3399599,2018,0.1427035,2018,65.38461,2018,59.61538,2018,70.67308,2018,0.2449811,2018,0.1557216,2018,61.05769,2018,53.84615,2018,69.71154,2018,0.6537775,2018,0.2209855,2018,68.09524,2018,56.19048,2018,85.71429,2018,0.4862734,2018,0.1302225,2018,63.05419,2018,57.63547,2018,71.42857,2018,0.106442,2018,0.1932953,2018,56.25,2018,45.67308,2018,68.26923,2018,-0.052499,2018,0.1919297,2018,51.44231,2018,37.01923,2018,62.01923
"Niger","NER",2018,-0.5798146,2018,0.1424652,2018,31.25,2018,22.59615,2018,42.78846,2018,-0.5802284,2018,0.1514907,2018,30.28846,2018,19.23077,2018,41.34615,2018,-1.260566,2018,0.225094,2018,11.42857,2018,7.142857,2018,16.19048,2018,-0.5845156,2018,0.1303428,2018,31.03448,2018,25.61576,2018,33.99015,2018,-0.7660425,2018,0.1907385,2018,20.19231,2018,12.01923,2018,35.57692,2018,-0.6404533,2018,0.1780088,2018,27.88461,2018,14.90385,2018,37.98077
"Nigeria","NGA",2018,-1.04489,2018,0.1273428,2018,13.46154,2018,9.615385,2018,21.15385,2018,-0.8809231,2018,0.1387609,2018,18.26923,2018,11.05769,2018,27.88461,2018,-2.1927,2018,0.2157381,2018,4.285714,2018,1.428571,2018,5.238095,2018,-0.4079276,2018,0.1242243,2018,33.49754,2018,30.04926,2018,37.93103,2018,-1.022591,2018,0.1805988,2018,14.90385,2018,9.134615,2018,22.59615,2018,-0.8825297,2018,0.1665556,2018,17.30769,2018,9.615385,2018,29.32692
"Nicaragua","NIC",2018,-1.06336,2018,0.1219236,2018,12.98077,2018,9.615385,2018,18.26923,2018,-1.039721,2018,0.144388,2018,14.90385,2018,7.692307,2018,21.15385,2018,-0.8013505,2018,0.2157381,2018,18.09524,2018,12.38095,2018,29.04762,2018,-1.083065,2018,0.1282128,2018,18.71921,2018,12.80788,2018,23.64532,2018,-0.8024699,2018,0.191959,2018,19.23077,2018,11.53846,2018,35.09615,2018,-0.6863752,2018,0.1817735,2018,25,2018,12.98077,2018,35.57692
"Netherlands","NLD",2018,2.009026,2018,0.1434279,2018,96.15385,2018,92.30769,2018,100,2018,1.816361,2018,0.1569692,2018,96.15385,2018,90.38461,2018,100,2018,0.8682934,2018,0.211271,2018,78.09524,2018,63.33333,2018,92.38095,2018,1.596444,2018,0.1455305,2018,97.04433,2018,92.61084,2018,100,2018,1.850466,2018,0.2221446,2018,96.63461,2018,91.82692,2018,99.51923,2018,2.01824,2018,0.2226358,2018,99.03846,2018,93.26923,2018,100
"Norway","NOR",2018,2.089907,2018,0.1451362,2018,97.59615,2018,94.23077,2018,100,2018,1.965631,2018,0.1569692,2018,99.51923,2018,92.30769,2018,100,2018,1.153804,2018,0.211271,2018,90.47619,2018,74.7619,2018,98.09524,2018,1.732547,2018,0.1437459,2018,100,2018,95.56651,2018,100,2018,1.887119,2018,0.2221446,2018,97.59615,2018,91.82692,2018,100,2018,1.75844,2018,0.2226358,2018,95.67308,2018,89.90385,2018,99.03846
"Nepal","NPL",2018,-0.6736505,2018,0.1495073,2018,27.40385,2018,16.34615,2018,39.42308,2018,-0.4780528,2018,0.1523167,2018,33.65385,2018,23.55769,2018,46.63462,2018,-0.6251459,2018,0.2235309,2018,23.80952,2018,13.80952,2018,37.14286,2018,-0.1319581,2018,0.1345571,2018,39.40887,2018,34.97537,2018,50.73891,2018,-0.9023383,2018,0.2191608,2018,16.82692,2018,9.615385,2018,33.65385,2018,-0.7456533,2018,0.1903177,2018,23.07692,2018,12.01923,2018,35.09615
"Nauru","NRU",2018,-0.5539093,2018,0.8766024,2018,33.65385,2018,0,2018,80.76923,2018,-0.6908471,2018,0.9201411,2018,25.48077,2018,0.4807692,2018,77.40385,2018,0.5126343,2018,0.5967359,2018,63.33333,2018,29.04762,2018,98.09524,2018,0.660958,2018,0.2962991,2018,71.42857,2018,51.72414,2018,87.68473,2018,-0.076744,2018,1.048439,2018,50.48077,2018,1.923077,2018,93.26923,2018,-0.0467818,2018,1.07567,2018,52.88462,2018,2.884615,2018,94.23077
"New Zealand","NZL",2018,2.174696,2018,0.1451362,2018,99.51923,2018,94.71154,2018,100,2018,1.876294,2018,0.1569692,2018,98.07692,2018,90.86539,2018,100,2018,1.541482,2018,0.211271,2018,99.04762,2018,91.42857,2018,99.52381,2018,1.623501,2018,0.1437459,2018,99.50739,2018,93.59606,2018,100,2018,1.670251,2018,0.2221446,2018,93.75,2018,87.5,2018,99.03846,2018,1.978822,2018,0.2226358,2018,98.55769,2018,93.26923,2018,100
"Oman","OMN",2018,0.2460828,2018,0.1705661,2018,62.5,2018,56.25,2018,69.23077,2018,0.4648626,2018,0.181909,2018,68.26923,2018,59.13462,2018,75.96154,2018,0.6545912,2018,0.225094,2018,68.57143,2018,56.19048,2018,85.71429,2018,-1.026107,2018,0.1400875,2018,19.70443,2018,13.30049,2018,25.61576,2018,0.1865782,2018,0.2525324,2018,60.09615,2018,45.67308,2018,73.55769,2018,0.3100107,2018,0.2312884,2018,64.90385,2018,50.96154,2018,74.51923
"Pakistan","PAK",2018,-0.7907338,2018,0.131802,2018,23.55769,2018,14.42308,2018,31.25,2018,-0.6730217,2018,0.1495493,2018,27.88461,2018,17.30769,2018,36.53846,2018,-2.267435,2018,0.2157381,2018,3.333333,2018,0.952381,2018,5.238095,2018,-0.8006933,2018,0.1298104,2018,25.61576,2018,19.70443,2018,30.54187,2018,-0.6338443,2018,0.2063302,2018,26.92308,2018,15.86539,2018,40.38462,2018,-0.6444417,2018,0.1817709,2018,27.40385,2018,14.90385,2018,37.98077
"Panama","PAN",2018,-0.567027,2018,0.126506,2018,32.21154,2018,24.03846,2018,42.30769,2018,-0.0592212,2018,0.1445868,2018,52.40385,2018,42.78846,2018,59.13462,2018,0.2771547,2018,0.2157381,2018,56.19048,2018,42.85714,2018,66.66666,2018,0.5805006,2018,0.1307513,2018,68.47291,2018,59.60591,2018,72.9064,2018,-0.019452,2018,0.1945948,2018,51.92308,2018,39.42308,2018,63.94231,2018,0.4016129,2018,0.1873093,2018,66.34615,2018,59.13462,2018,75
"Peru","PER",2018,-0.5401052,2018,0.1182229,2018,34.61538,2018,25,2018,42.78846,2018,-0.5170875,2018,0.1397771,2018,32.69231,2018,23.55769,2018,43.26923,2018,-0.2593005,2018,0.211271,2018,37.14286,2018,23.80952,2018,49.52381,2018,0.2345341,2018,0.1280941,2018,55.17241,2018,46.79803,2018,60.59113,2018,-0.2454309,2018,0.1831254,2018,44.23077,2018,33.65385,2018,55.28846,2018,0.5182164,2018,0.1753201,2018,71.15385,2018,61.53846,2018,75.48077
"Philippines","PHL",2018,-0.5448154,2018,0.1255713,2018,34.13462,2018,24.03846,2018,42.78846,2018,-0.4776694,2018,0.1448283,2018,34.13462,2018,24.03846,2018,45.19231,2018,-1.121844,2018,0.211271,2018,12.85714,2018,8.095238,2018,19.04762,2018,0.0379877,2018,0.1296873,2018,47.78325,2018,38.91626,2018,56.15763,2018,0.0495094,2018,0.1955121,2018,55.28846,2018,41.34615,2018,67.30769,2018,0.0459113,2018,0.1753201,2018,56.73077,2018,42.78846,2018,65.38461
"Palau","PLW",2018,-0.5539093,2018,0.8766024,2018,33.65385,2018,0,2018,80.76923,2018,0.3065613,2018,0.7551836,2018,62.01923,2018,16.82692,2018,90.38461,2018,0.8627383,2018,0.5967359,2018,77.61905,2018,42.38095,2018,99.52381,2018,1.146016,2018,0.2962991,2018,87.68473,2018,70.44335,2018,99.50739,2018,-0.0121242,2018,1.048439,2018,52.40385,2018,1.923077,2018,94.23077,2018,-0.0116495,2018,1.07567,2018,55.76923,2018,3.365385,2018,94.71154
"Papua New Guinea","PNG",2018,-0.8760095,2018,0.1571753,2018,17.78846,2018,11.53846,2018,28.84615,2018,-0.7658504,2018,0.1749496,2018,23.07692,2018,12.98077,2018,33.17308,2018,-0.6669981,2018,0.2301576,2018,22.85714,2018,12.85714,2018,35.23809,2018,0.043219,2018,0.1409967,2018,48.76847,2018,38.42365,2018,57.63547,2018,-0.6773402,2018,0.2379872,2018,24.03846,2018,12.5,2018,40.86538,2018,-0.5433646,2018,0.2000993,2018,31.25,2018,17.30769,2018,44.71154
"Poland","POL",2018,0.6414219,2018,0.1309793,2018,74.51923,2018,67.30769,2018,80.28846,2018,0.4278919,2018,0.1409364,2018,66.82692,2018,59.13462,2018,75,2018,0.5450124,2018,0.211271,2018,65.71429,2018,53.33333,2018,79.52381,2018,0.7238377,2018,0.1309706,2018,71.92118,2018,64.53202,2018,78.32513,2018,0.6626508,2018,0.2132453,2018,75,2018,63.94231,2018,79.32692,2018,0.8819272,2018,0.1982157,2018,78.36539,2018,72.11539,2018,85.57692
"Puerto Rico","PRI",2018,0.0401706,2018,0.2826696,2018,59.13462,2018,39.90385,2018,69.23077,2018,0.5868457,2018,0.2123641,2018,73.07692,2018,60.57692,2018,78.84615,2018,0.4000113,2018,0.239692,2018,59.04762,2018,45.71429,2018,74.28571,2018,0.4919728,2018,0.2493472,2018,64.03941,2018,50.2463,2018,77.3399,2018,-0.156924,2018,0.3318715,2018,47.11538,2018,22.59615,2018,67.78846,2018,0.9279462,2018,0.3641367,2018,79.32692,2018,65.38461,2018,90.38461
"Korea, Dem. Peoples Rep.","PRK",2018,-1.566256,2018,0.166334,2018,1.923077,2018,0,2018,9.134615,2018,-1.634559,2018,0.1925986,2018,4.807693,2018,1.442308,2018,6.730769,2018,-0.3516326,2018,0.2301576,2018,32.38095,2018,19.52381,2018,46.66667,2018,-2.202045,2018,0.1426797,2018,0,2018,0,2018,1.477833,2018,-1.57276,2018,0.265315,2018,5.288462,2018,0.9615384,2018,11.53846,2018,-2.344563,2018,0.225561,2018,0,2018,0,2018,2.884615
"Portugal","PRT",2018,0.8498304,2018,0.1434279,2018,80.28846,2018,72.59615,2018,82.21154,2018,1.140912,2018,0.1569692,2018,85.09615,2018,78.84615,2018,88.46154,2018,1.140031,2018,0.211271,2018,89.52381,2018,74.28571,2018,98.09524,2018,1.204607,2018,0.1437459,2018,88.66995,2018,78.32513,2018,95.56651,2018,1.208909,2018,0.2221446,2018,86.53846,2018,76.92308,2018,91.82692,2018,0.8900307,2018,0.2226358,2018,78.84615,2018,71.15385,2018,86.53846
"Paraguay","PRY",2018,-0.8474646,2018,0.1345388,2018,20.67308,2018,12.5,2018,28.36539,2018,-0.5411182,2018,0.1631791,2018,32.21154,2018,21.15385,2018,44.23077,2018,-0.1192975,2018,0.2209855,2018,42.38095,2018,29.04762,2018,54.28571,2018,0.0537697,2018,0.1361727,2018,49.26109,2018,38.91626,2018,57.63547,2018,-0.5172144,2018,0.2054188,2018,34.13462,2018,18.26923,2018,46.63462,2018,-0.1242119,2018,0.2163536,2018,48.55769,2018,33.65385,2018,61.53846
"West Bank and Gaza","PSE",2018,-0.1954203,2018,0.2492529,2018,48.55769,2018,29.32692,2018,61.53846,2018,-0.4837196,2018,0.2065851,2018,33.17308,2018,20.19231,2018,49.03846,2018,-1.735649,2018,0.239692,2018,6.666667,2018,4.285714,2018,9.523809,2018,-0.9017643,2018,0.1713592,2018,23.15271,2018,14.77833,2018,30.04926,2018,-0.7608902,2018,0.3238459,2018,20.67308,2018,9.615385,2018,45.67308,2018,0.0524449,2018,0.3641367,2018,57.21154,2018,30.76923,2018,73.07692
"Qatar","QAT",2018,0.7248945,2018,0.1525502,2018,77.40385,2018,67.78846,2018,81.25,2018,0.7346737,2018,0.1647417,2018,75.48077,2018,67.78846,2018,80.76923,2018,0.6783724,2018,0.2161918,2018,69.04762,2018,57.61905,2018,86.19048,2018,-1.195095,2018,0.1380583,2018,14.28571,2018,9.852217,2018,21.67488,2018,0.6312364,2018,0.2154892,2018,74.51923,2018,63.46154,2018,78.84615,2018,0.5151712,2018,0.2138331,2018,70.67308,2018,61.05769,2018,77.88461
"Romania","ROU",2018,-0.1216504,2018,0.1267572,2018,52.40385,2018,43.75,2018,59.61538,2018,0.3254628,2018,0.1338652,2018,63.46154,2018,57.69231,2018,71.15385,2018,0.0593082,2018,0.211271,2018,48.57143,2018,35.23809,2018,59.04762,2018,0.4577805,2018,0.1279276,2018,61.57635,2018,56.15763,2018,71.42857,2018,-0.2534418,2018,0.1982992,2018,43.26923,2018,30.76923,2018,55.28846,2018,0.4453986,2018,0.180271,2018,67.30769,2018,60.09615,2018,75.48077
"Russian Federation","RUS",2018,-0.8451133,2018,0.1309793,2018,21.15385,2018,12.98077,2018,28.36539,2018,-0.8153201,2018,0.1409364,2018,20.67308,2018,13.94231,2018,29.80769,2018,-0.5037209,2018,0.211271,2018,29.04762,2018,16.66667,2018,40.95238,2018,-1.058007,2018,0.1279276,2018,19.21182,2018,13.30049,2018,24.13793,2018,-0.0608858,2018,0.2132453,2018,50.96154,2018,38.94231,2018,63.94231,2018,-0.5404854,2018,0.1982157,2018,31.73077,2018,17.78846,2018,44.71154
"Rwanda","RWA",2018,0.5782577,2018,0.1604078,2018,71.15385,2018,63.94231,2018,79.80769,2018,0.1181115,2018,0.1496957,2018,58.17308,2018,50,2018,64.42308,2018,0.1159507,2018,0.2293836,2018,52.85714,2018,36.66667,2018,62.85714,2018,-1.129916,2018,0.1356451,2018,17.24138,2018,10.83744,2018,22.6601,2018,0.2068089,2018,0.1893241,2018,62.01923,2018,48.55769,2018,71.15385,2018,0.0841578,2018,0.1831593,2018,59.13462,2018,44.71154,2018,65.86539
"Saudi Arabia","SAU",2018,0.3596962,2018,0.1525502,2018,65.86539,2018,59.61538,2018,72.11539,2018,0.1417293,2018,0.164106,2018,58.65385,2018,50,2018,65.86539,2018,-0.5181113,2018,0.2161918,2018,28.57143,2018,16.66667,2018,40.95238,2018,-1.644232,2018,0.1380583,2018,5.91133,2018,1.970443,2018,9.852217,2018,0.3234982,2018,0.2132453,2018,64.90385,2018,50.96154,2018,75,2018,-0.0458949,2018,0.2138331,2018,53.36538,2018,35.57692,2018,64.42308
"Sudan","SDN",2018,-1.426933,2018,0.1432484,2018,5.769231,2018,0.4807692,2018,10.57692,2018,-1.119796,2018,0.1519903,2018,10.57692,2018,6.730769,2018,18.26923,2018,-1.835869,2018,0.225094,2018,5.714286,2018,3.809524,2018,8.095238,2018,-1.841044,2018,0.1304623,2018,2.955665,2018,0.9852217,2018,5.91133,2018,-1.619857,2018,0.1923392,2018,4.326923,2018,0.9615384,2018,9.134615,2018,-1.630347,2018,0.1780088,2018,3.846154,2018,2.884615,2018,7.211538
"Senegal","SEN",2018,-0.0247014,2018,0.1273428,2018,56.73077,2018,46.15385,2018,61.53846,2018,-0.2080795,2018,0.1387609,2018,47.59615,2018,35.09615,2018,54.32692,2018,-0.0886327,2018,0.2157381,2018,42.85714,2018,29.52381,2018,55.23809,2018,0.2396943,2018,0.1242243,2018,55.66502,2018,47.29064,2018,60.59113,2018,-0.2678156,2018,0.1805988,2018,42.30769,2018,32.69231,2018,54.80769,2018,-0.1076691,2018,0.1665556,2018,49.51923,2018,36.53846,2018,61.05769
"Singapore","SGP",2018,2.174524,2018,0.1352266,2018,99.03846,2018,95.19231,2018,100,2018,1.844891,2018,0.154149,2018,97.11539,2018,90.38461,2018,100,2018,1.510339,2018,0.211271,2018,98.57143,2018,90.95238,2018,99.52381,2018,-0.0591089,2018,0.1323162,2018,41.87192,2018,36.94581,2018,51.23153,2018,2.231474,2018,0.2132453,2018,100,2018,97.11539,2018,100,2018,2.131565,2018,0.1982157,2018,99.51923,2018,97.59615,2018,100
